submission_id,user_id,rank,rating,country,language,problem_id,code,rank_bucket,code_length,line_count,avg_line_length,spaces_count,tabs_count,newlines_ratio,has_comments,uses_list_comp,uses_map,uses_lambda,imports_math,uses_recursion,variable_name_length,uses_scanner,has_class,uses_bits_stdc,uses_vector,uses_auto,compact_style
381,user_4201,1777,1779,China,Java,CF240E,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Expert,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
382,user_8232,2352,2359,China,Python,CF299B,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Grandmaster,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
383,user_2696,2386,2384,Japan,C++,CF968B,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Grandmaster,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
384,user_2176,961,953,Russia,C++,CF311B,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int sum;cin>>sum;vector<int>v(sum);for(int i=0;i<sum;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Newbie,220,6,36.666666666666664,11,0,0.02727272727272727,1,,,,,0,7,,,0.0,1.0,0.0,0.0
385,user_8426,1602,1600,Brazil,Java,CF854C,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Expert,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
386,user_6022,1927,1917,China,C++,CF853B,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Master,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
387,user_2254,900,896,Russia,Python,CF556E,"// Solution
test_cases = int(input())
for i in range(test_cases):
    a, b = map(int, input().split())
    result = a + b
    print(result)",Newbie,139,6,23.166666666666668,26,0,0.04316546762589928,1,0.0,1.0,0.0,0.0,0,0,,,,,,
388,user_4400,2588,2589,Brazil,Java,CF456A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int n=sc.nextInt();int s=0;for(int i=0;i<n;i++)s+=sc.nextInt();System.out.println(s);}}",Grandmaster,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
389,user_1749,2564,2562,Brazil,C++,CF406B,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Grandmaster,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
390,user_5784,2123,2126,Russia,C++,CF844D,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
391,user_6013,1634,1628,China,Python,CF970B,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Expert,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
392,user_2596,1401,1409,Japan,Java,CF471E,"// AC code
import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Expert,192,3,64.0,11,0,0.015625,1,,,,,0,28,1.0,1.0,,,,
393,user_7007,1694,1689,India,C++,CF355C,"#include <bits/stdc++.h>
using namespace std;
int main(){int temp;cin>>temp;vector<int>a(temp);for(int i=0;i<temp;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Expert,167,3,55.666666666666664,6,0,0.017964071856287425,1,,,,,0,7,,,1.0,1.0,0.0,1.0
394,user_3547,2591,2598,Russia,C++,CF390B,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Grandmaster,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
395,user_8444,2118,2127,China,Python,CF546B,"from math import factorial
print(factorial(int(input())))",Master,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
396,user_9312,1592,1586,Russia,C++,CF817E,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
397,user_3041,2184,2193,Russia,C++,CF695B,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
398,user_7451,2541,2547,Japan,Java,CF562E,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Grandmaster,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
399,user_7967,962,963,China,C++,CF555C,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int gcd(int a, int b) {
    if(b == 0) return a;
    return gcd(b, a % b);
}

int main() {
    int x, y;
    cin >> x >> y;
    cout << gcd(x, y) << endl;
    return 0;
}",Newbie,251,16,15.6875,56,0,0.06374501992031872,1,,,,,1,4,,,0.0,1.0,0.0,0.0
400,user_5749,1348,1344,Japan,Java,CF320E,"import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int res = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < res; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Pupil,321,13,24.692307692307693,97,0,0.040498442367601244,0,,,,,0,3,1.0,1.0,,,,
401,user_8642,1099,1094,USA,Python,CF537D,"// Solution
test_cases = int(input())
for i in range(test_cases):
    a, b = map(int, input().split())
    result = a + b
    print(result)",Newbie,139,6,23.166666666666668,26,0,0.04316546762589928,1,0.0,1.0,0.0,0.0,0,0,,,,,,
402,user_1599,1368,1376,Poland,C++,CF568E,"// My approach
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int cnt;
    cin >> cnt;
    vector<int> arr(cnt);
    for(int i = 0; i < cnt; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < cnt; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Pupil,349,20,17.45,97,0,0.05730659025787966,1,,,,,0,6,,,0.0,1.0,0.0,0.0
403,user_8251,1221,1225,Japan,C++,CF243B,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int cnt;cin>>cnt;vector<int>v(cnt);for(int i=0;i<cnt;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Pupil,208,5,41.6,10,0,0.02403846153846154,1,,,,,0,7,,,0.0,1.0,0.0,1.0
404,user_9085,1310,1314,Russia,Python,CF908E,"res = int(input())
arr = list(map(int, input().split()))
arr.sort()
for element in arr:
    print(element, end=' ')",Pupil,115,5,23.0,14,0,0.043478260869565216,0,0.0,1.0,0.0,0.0,0,0,,,,,,
405,user_4063,1568,1563,Russia,C++,CF741B,"#include <bits/stdc++.h>
using namespace std;
int main(){int num;cin>>num;vector<int>v(num);for(int i=0;i<num;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Expert,174,3,58.0,8,0,0.017241379310344827,1,,,,,0,7,,,1.0,1.0,0.0,1.0
406,user_1865,1286,1293,USA,Python,CF570A,"def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Pupil,148,9,16.444444444444443,51,0,0.060810810810810814,0,0.0,1.0,0.0,0.0,1,0,,,,,,
407,user_2271,2485,2494,Russia,C++,CF476B,"#include <bits/stdc++.h>
using namespace std;
int main(){int v;cin>>v;vector<int>v(v);for(int i=0;i<v;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Grandmaster,166,3,55.333333333333336,8,0,0.018072289156626505,1,,,,,0,7,,,1.0,1.0,0.0,1.0
408,user_8292,2517,2508,India,Python,CF293C,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Grandmaster,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
409,user_3009,2101,2108,USA,Java,CF871C,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Master,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
410,user_3129,1324,1321,Poland,Java,CF455C,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
411,user_5834,1218,1214,Japan,Python,CF958A,"// Fast solution
def gcd(a, b):
    while b != 0:
        temp = b
        b = a % b
        a = temp
    return a

x, y = map(int, input().split())
print(gcd(x, y))",Pupil,165,10,16.5,53,0,0.06060606060606061,1,0.0,1.0,0.0,0.0,1,0,,,,,,
412,user_3994,1990,1989,USA,Python,CF696D,"r = int(input())
print(sum(map(int, input().split())))",Master,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
413,user_6137,2290,2297,Russia,Python,CF146C,"from math import factorial
print(factorial(int(input())))",Master,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
414,user_4656,1592,1597,Russia,Python,CF875B,"ans = int(input())
print(sum(map(int, input().split())))",Expert,56,2,28.0,3,0,0.03571428571428571,0,0.0,1.0,0.0,0.0,0,0,,,,,,
415,user_5599,2252,2253,USA,C++,CF503C,"#include <bits/stdc++.h>
using namespace std;
int main(){int c;cin>>c;vector<int>a(c);for(int i=0;i<c;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Master,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
416,user_3096,2479,2471,Japan,Python,CF203B,"from math import factorial
print(factorial(int(input())))",Grandmaster,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
417,user_9561,1305,1297,Russia,C++,CF694B,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int num;
    cin >> num;
    vector<int> arr(num);
    for(int i = 0; i < num; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < num; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Pupil,334,19,17.57894736842105,95,0,0.05688622754491018,1,,,,,0,6,,,0.0,1.0,0.0,0.0
418,user_6002,1216,1226,China,C++,CF219A,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int cnt;
    cin >> cnt;
    vector<int> arr(cnt);
    for(int i = 0; i < cnt; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < cnt; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Pupil,334,19,17.57894736842105,95,0,0.05688622754491018,1,,,,,0,6,,,0.0,1.0,0.0,0.0
419,user_2659,2181,2191,Brazil,Java,CF993A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Master,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
420,user_9267,1075,1082,China,C++,CF433E,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int gcd(int a, int b) {
    if(b == 0) return a;
    return gcd(b, a % b);
}

int main() {
    int x, y;
    cin >> x >> y;
    cout << gcd(x, y) << endl;
    return 0;
}",Newbie,263,17,15.470588235294118,57,0,0.06463878326996197,1,,,,,1,4,,,0.0,1.0,0.0,0.0
421,user_7992,1175,1180,Japan,Java,CF439C,"// Solution
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int sum = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < sum; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,333,14,23.785714285714285,98,0,0.042042042042042045,1,,,,,0,3,1.0,1.0,,,,
422,user_6569,1218,1218,India,C++,CF688B,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;
int main(){int num;cin>>num;vector<int>v(num);for(int i=0;i<num;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Pupil,208,5,41.6,10,0,0.02403846153846154,1,,,,,0,7,,,0.0,1.0,0.0,1.0
423,user_3483,1942,1948,China,Python,CF161A,"from math import factorial
print(factorial(int(input())))",Master,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
424,user_6197,2081,2085,India,C++,CF628A,"#include <bits/stdc++.h>
using namespace std;
int main(){int ans;cin>>ans;vector<int>v(ans);for(int i=0;i<ans;i++)cin>>v[i];sort(v.begin(),v.end());for(int x:v)cout<<x<<"" "";}",Master,174,3,58.0,8,0,0.017241379310344827,1,,,,,0,7,,,1.0,1.0,0.0,1.0
425,user_3507,1093,1088,China,Python,CF641B,"// Solution
def factorial(temp):
    if temp == 0:
        return 1
    else:
        return temp * factorial(temp - 1)

number = int(input())
print(factorial(number))",Newbie,167,9,18.555555555555557,37,0,0.05389221556886228,1,0.0,0.0,0.0,0.0,1,0,,,,,,
426,user_5076,2338,2346,India,Python,CF327A,"from math import gcd
print(gcd(*map(int, input().split())))",Grandmaster,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
427,user_6185,1358,1348,China,C++,CF784D,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int n;
    cin >> n;
    vector<int> arr(n);
    for(int i = 0; i < n; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < n; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Pupil,324,19,17.05263157894737,95,0,0.05864197530864197,1,,,,,0,6,,,0.0,1.0,0.0,0.0
428,user_7853,2418,2423,USA,Java,CF578B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int v=sc.nextInt();int s=0;for(int i=0;i<v;i++)s+=sc.nextInt();System.out.println(s);}}",Grandmaster,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
429,user_1577,1998,2001,Russia,Python,CF467E,"from math import gcd
print(gcd(*map(int, input().split())))",Master,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
430,user_4817,1266,1260,Poland,C++,CF546B,"// AC code
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,232,16,14.5,67,0,0.06896551724137931,1,,,,,0,6,,,0.0,1.0,0.0,0.0
431,user_5396,1437,1430,Poland,C++,CF339E,"// My approach
#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Expert,127,4,31.75,8,0,0.031496062992125984,1,,,,,0,7,,,1.0,0.0,0.0,0.0
432,user_1067,2480,2490,Japan,Java,CF158E,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Grandmaster,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
433,user_5806,1379,1387,USA,Java,CF465A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
434,user_2586,959,965,India,C++,CF434E,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int temp;
    cin >> temp;
    vector<int> arr(temp);
    for(int i = 0; i < temp; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < temp; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Newbie,339,19,17.842105263157894,95,0,0.05604719764011799,1,,,,,0,6,,,0.0,1.0,0.0,0.0
435,user_8331,2561,2564,Brazil,Python,CF883C,"t = int(input())
print(sum(map(int, input().split())))",Grandmaster,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
436,user_3525,2410,2408,China,Python,CF112E,"n = int(input())
print(sum(map(int, input().split())))",Grandmaster,54,2,27.0,3,0,0.037037037037037035,0,0.0,1.0,0.0,0.0,0,0,,,,,,
437,user_8393,1394,1394,Japan,Java,CF549C,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
438,user_6526,1290,1287,USA,Java,CF705D,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
439,user_8654,1227,1217,Russia,Java,CF483A,"// Fast solution
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int nxt = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < nxt; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Pupil,338,14,24.142857142857142,99,0,0.04142011834319527,1,,,,,0,3,1.0,1.0,,,,
440,user_2234,1720,1727,Japan,C++,CF878A,"#include <bits/stdc++.h>
using namespace std;
int main(){int s;cin>>s;vector<int>a(s);for(int i=0;i<s;i++)cin>>a[i];cout<<accumulate(a.begin(),a.end(),0);}",Expert,155,3,51.666666666666664,6,0,0.01935483870967742,1,,,,,0,7,,,1.0,1.0,0.0,1.0
441,user_7530,2042,2051,China,Python,CF573D,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Master,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
442,user_3372,2521,2517,China,Java,CF477E,"import java.util.*;
class GCD{static int gcd(int a,int b){return b==0?a:gcd(b,a%b);}public static void main(String[]args){Scanner s=new Scanner(System.in);System.out.println(gcd(s.nextInt(),s.nextInt()));}}",Grandmaster,206,2,103.0,12,0,0.009708737864077669,0,,,,,1,4,1.0,1.0,,,,
443,user_3794,2300,2290,USA,Java,CF701B,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int r=sc.nextInt();int s=0;for(int i=0;i<r;i++)s+=sc.nextInt();System.out.println(s);}}",Master,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
444,user_6459,2229,2226,Russia,C++,CF147D,"#include <bits/stdc++.h>
using namespace std;
int main(){int t;cin>>t;while(t--){int x;cin>>x;cout<<x*x<<""\n"";}}",Master,112,3,37.333333333333336,6,0,0.026785714285714284,1,,,,,0,7,,,1.0,0.0,0.0,0.0
445,user_9185,973,970,USA,Java,CF273C,"// Solution
import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int sum = scanner.nextInt();
        int sum = 0;
        for(int i = 0; i < sum; i++) {
            sum += scanner.nextInt();
        }
        System.out.println(sum);
    }
}",Newbie,333,14,23.785714285714285,98,0,0.042042042042042045,1,,,,,0,3,1.0,1.0,,,,
446,user_7736,988,997,Japan,Java,CF116A,"// Solution
import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Newbie,358,16,22.375,103,0,0.0446927374301676,1,,,,,1,4,1.0,1.0,,,,
447,user_6217,1719,1717,Russia,Python,CF818E,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Expert,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
448,user_4961,1314,1317,Japan,C++,CF781E,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int t;
    cin >> t;
    while(t--) {
        int x;
        cin >> x;
        cout << x * x << endl;
    }
    return 0;
}",Pupil,221,15,14.733333333333333,65,0,0.06787330316742081,1,,,,,0,6,,,0.0,1.0,0.0,0.0
449,user_5455,1697,1700,Brazil,Python,CF396C,"for _ in range(int(input())):
    a, b = map(int, input().split())
    print(a + b)",Expert,83,3,27.666666666666668,17,0,0.03614457831325301,0,0.0,1.0,0.0,0.0,0,0,,,,,,
450,user_8963,1172,1167,Russia,C++,CF727C,"#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int cur;
    cin >> cur;
    vector<int> arr(cur);
    for(int i = 0; i < cur; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < cur; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Newbie,334,19,17.57894736842105,95,0,0.05688622754491018,1,,,,,0,6,,,0.0,1.0,0.0,0.0
451,user_7010,2331,2337,Poland,Python,CF930A,"from math import factorial
print(factorial(int(input())))",Grandmaster,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
452,user_4307,2075,2083,China,Java,CF891A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int r=sc.nextInt();int s=0;for(int i=0;i<r;i++)s+=sc.nextInt();System.out.println(s);}}",Master,190,2,95.0,10,0,0.010526315789473684,0,,,,,0,15,1.0,1.0,,,,
453,user_8173,917,927,China,Java,CF790B,"// Solution
import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Newbie,358,16,22.375,103,0,0.0446927374301676,1,,,,,1,4,1.0,1.0,,,,
454,user_4797,1199,1199,Brazil,Python,CF988A,"count = int(input())
arr = list(map(int, input().split()))
arr.sort()
for element in arr:
    print(element, end=' ')",Newbie,117,5,23.4,14,0,0.042735042735042736,0,0.0,1.0,0.0,0.0,0,0,,,,,,
455,user_7879,1032,1028,China,Python,CF467B,"// Solution
def solve():
    temp = int(input())
    array = list(map(int, input().split()))
    total = 0
    for element in array:
        total += element
    print(total)

solve()",Newbie,183,10,18.3,42,0,0.0546448087431694,1,0.0,1.0,0.0,0.0,0,0,,,,,,
456,user_8803,2237,2232,Poland,C++,CF364A,"#include <bits/stdc++.h>
using namespace std;
int gcd(int a,int b){return b?gcd(b,a%b):a;}int main(){int a,b;cin>>a>>b;cout<<gcd(a,b);}",Master,135,3,45.0,9,0,0.022222222222222223,1,,,,,1,4,,,1.0,0.0,0.0,1.0
457,user_4405,1280,1290,USA,Java,CF150A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Pupil,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
458,user_2572,1890,1882,Russia,Python,CF228C,"from math import factorial
print(factorial(int(input())))",Expert,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
459,user_2188,2013,2013,Russia,Python,CF475E,"from math import factorial
print(factorial(int(input())))",Master,57,2,28.5,3,0,0.03508771929824561,0,0.0,0.0,0.0,1.0,1,0,,,,,,
460,user_4068,2029,2033,Japan,Java,CF125E,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Master,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
461,user_6214,2521,2521,India,Python,CF858B,"temp = int(input())
print(sum(map(int, input().split())))",Grandmaster,57,2,28.5,3,0,0.03508771929824561,0,0.0,1.0,0.0,0.0,0,0,,,,,,
462,user_4886,2470,2465,Russia,Python,CF488B,"print(*sorted(map(int, input().split())))",Grandmaster,41,1,41.0,1,0,0.024390243902439025,0,0.0,1.0,0.0,0.0,0,0,,,,,,
463,user_4357,2482,2475,USA,Java,CF421A,"import java.util.*;
class Main{public static void main(String[]args){Scanner sc=new Scanner(System.in);int t=sc.nextInt();while(t-->0){int x=sc.nextInt();System.out.println(x*x);}}}",Grandmaster,181,2,90.5,9,0,0.011049723756906077,0,,,,,0,28,1.0,1.0,,,,
464,user_7457,1345,1345,Poland,Java,CF270D,"import java.util.*;

public class Solution {
    static int gcd(int a, int b) {
        if(b == 0) return a;
        return gcd(b, a % b);
    }
    
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        int x = sc.nextInt();
        int y = sc.nextInt();
        System.out.println(gcd(x, y));
    }
}",Pupil,346,15,23.066666666666666,102,0,0.04335260115606936,0,,,,,1,4,1.0,1.0,,,,
465,user_6546,951,946,India,C++,CF796C,"// Solution
#include <iostream>
#include <vector>
#include <algorithm>
using namespace std;

int main() {
    int val;
    cin >> val;
    vector<int> arr(val);
    for(int i = 0; i < val; i++) {
        cin >> arr[i];
    }
    int sum = 0;
    for(int i = 0; i < val; i++) {
        sum += arr[i];
    }
    cout << sum << endl;
    return 0;
}",Newbie,346,20,17.3,96,0,0.057803468208092484,1,,,,,0,6,,,0.0,1.0,0.0,0.0
466,user_3159,2018,2022,India,Python,CF572A,"from math import gcd
print(gcd(*map(int, input().split())))",Master,59,2,29.5,4,0,0.03389830508474576,0,0.0,1.0,0.0,1.0,1,0,,,,,,
467,user_8754,1573,1566,India,Python,CF729D,"def factorial(cnt):
    if cnt == 0:
        return 1
    else:
        return cnt * factorial(cnt - 1)

number = int(input())
print(factorial(number))",Expert,151,8,18.875,36,0,0.052980132450331126,0,0.0,0.0,0.0,0.0,1,0,,,,,,
